domeinnaam,URL,Organisatietype,Organisatie,Suborganisatie,Afdeling
magazines.igj.nl/zorgnetwerken,http://magazines.igj.nl/zorgnetwerken,Rijksoverheid,VWS,IGJ,
magazines.ilent.nl,http://magazines.ilent.nl,Rijksoverheid,IenW,ILT,
magazines.informatiehuishouding.nl/rddimpact,http://magazines.informatiehuishouding.nl/rddimpact,Rijksoverheid,OCW,,
magazines.jeugdautoriteit.nl/jamagazine,http://magazines.jeugdautoriteit.nl/jamagazine,Rijksoverheid,VWS,,Kerndepartement/Jeugd
magazines.kinderbescherming.nl,http://magazines.kinderbescherming.nl,Rijksoverheid,JenV,RVDK,
magazines.logius.nl,http://magazines.logius.nl,Rijksoverheid,BZK,Logius,
magazines.ncsc.nl/ncscmagazine,http://magazines.ncsc.nl/ncscmagazine,Rijksoverheid,JenV,NCSC,
magazines.nctv.nl,http://magazines.nctv.nl,Rijksoverheid,JenV,NCTV,
magazines.nvwa.nl/jaarverslag,http://magazines.nvwa.nl/jaarverslag,Rijksoverheid,LNV,NVWA,
magazines.nza.nl/standvandezorg,http://magazines.nza.nl/standvandezorg,Overheid,VWS,NZa,
magazines.openbaarministerie.nl,http://magazines.openbaarministerie.nl,Overheid,JenV,OM,
magazines.overheidvannu.nl/verbindenenverbeteren,http://magazines.overheidvannu.nl/verbindenenverbeteren,Rijksoverheid,BZK,,
magazines.p-direkt.nl,http://magazines.p-direkt.nl,Rijksoverheid,BZK,P-direkt,
magazines.platformjep.nl/jepzine,http://magazines.platformjep.nl/jepzine,Rijksoverheid,SZW,,DGSZI/S&I
magazines.platformrijksoverheidonline.nl,http://magazines.platformrijksoverheidonline.nl,Rijksoverheid,AZ,DPC,Online Advies
magazines.riec.nl/codegeel,http://magazines.riec.nl/codegeel,Overheid,JenV,RIEC/LIEC,
magazines.rijksoverheid.nl/bz,http://magazines.rijksoverheid.nl/bz,Rijksoverheid,BUZA,,
magazines.rijksoverheid.nl/ezk,http://magazines.rijksoverheid.nl/ezk,Rijksoverheid,EZK,,STAF COM 
magazines.rijksoverheid.nl/inspectieszw,http://magazines.rijksoverheid.nl/inspectieszw,Rijksoverheid,SZW,Inspectie SZW,
magazines.rijksoverheid.nl/knmi,http://magazines.rijksoverheid.nl/knmi,Rijksoverheid,IenW,KNMI,
magazines.rijksoverheid.nl/scp,http://magazines.rijksoverheid.nl/scp,Rijksoverheid,VWS,SCP,
magazines.rijksoverheid.nl/jenv,http://magazines.rijksoverheid.nl/jenv,Rijksoverheid,JenV,,
magazines.rijksoverheid.nl/ienw,http://magazines.rijksoverheid.nl/ienw,Rijksoverheid,IenW,BSK,
magazines.rijksoverheid.nl/adr,http://magazines.rijksoverheid.nl/adr,Rijksoverheid,FIN,ADR,
magazines.rijksoverheid.nl/lnv,http://magazines.rijksoverheid.nl/lnv,Rijksoverheid,LNV,,STAF COM 
magazines.rijksoverheid.nl/vws,http://magazines.rijksoverheid.nl/vws,Rijksoverheid,VWS,,
magazines.rijksvastgoedbedrijf.nl,http://magazines.rijksvastgoedbedrijf.nl,Rijksoverheid,BZK,RVB,
magazines.rvig.nl/idee,http://magazines.rvig.nl/idee,Rijksoverheid,BZK,RVIG,
magazines.socialestabiliteit.nl/socialestabiliteit,http://magazines.socialestabiliteit.nl/socialestabiliteit,Rijksoverheid,SZW,,DGSZI/S&I
magazines.sso3w.nl/3w-jaarverslag,http://magazines.sso3w.nl/3w-jaarverslag,Rijksoverheid,BUZA,,
magazines.toezichtsociaaldomein.nl/jaarbeeld,http://magazines.toezichtsociaaldomein.nl/jaarbeeld,Rijksoverheid,VWS,IGJ,
magazines.tuchtcollege-gezondheidszorg.nl/jaarverslagen,http://magazines.tuchtcollege-gezondheidszorg.nl/jaarverslagen,Rijksoverheid,VWS,,Kerndepartement/ESTT
magazines.ubrijk.nl/productenendienstencatalogus,http://magazines.ubrijk.nl/productenendienstencatalogus,Rijksoverheid,BZK,UBR,
magazines.voordejeugd.nl,http://magazines.voordejeugd.nl,Rijksoverheid,VWS,,Kerndepartement/Jeugd
magazines.werkenvoornederland.nl/financieelspecialistbijderijksoverheid,http://magazines.werkenvoornederland.nl/financieelspecialistbijderijksoverheid,Rijksoverheid,BZK,P-direkt,
magazines.wodc.nl/wodcmagazine,http://magazines.wodc.nl/wodcmagazine,Rijksoverheid,JenV,WODC,
magazines.zorgpact.nl/samen-leren-zorgen,http://magazines.zorgpact.nl/samen-leren-zorgen,Overheid,VWS,,Kerndepartement/MEVA
magazinesintern.kinderbescherming.nl/wijvandervdk,http://magazinesintern.kinderbescherming.nl/wijvandervdk,Rijksoverheid,JenV,RVDK,
magazinesrijkswaterstaat.nl,http://www.magazinesrijkswaterstaat.nl,Rijksoverheid,IenW,RWS,
maison-royale.nl,http://www.maison-royale.nl,Overheid,AZ,RVD,CKH
maraz.nl,http://maraz.nl,Rijksoverheid,VWS,RIVM,
maritiemehavenenbinnenhavenmonitor.nl,http://maritiemehavenenbinnenhavenmonitor.nl,Rijksoverheid,IenW,,
maror.nl,http://www.maror.nl,Overheid,FIN,MAROR,
mass.cultureelerfgoed.nl,http://mass.cultureelerfgoed.nl,Rijksoverheid,OCW,RCE,
matchingsgegevens.nl,http://www.matchingsgegevens.nl,Rijksoverheid,SZW,,
materialen.nix18.nl,http://materialen.nix18.nl,Rijksoverheid,VWS,,Kerndepartement/VGP
matra-south.nl,http://www.matra-south.nl,Rijksoverheid,EZK,,
maturityscan.gebruikercentraal.nl,http://maturityscan.gebruikercentraal.nl,Rijksoverheid,BZK,,
mccg.nl,http://www.mccg.nl,Overheid,EZK,MCCGC,DG B&I O
medicijnkosten.nl,http://www.medicijnkosten.nl,Rijksoverheid,VWS,ZIN,
medicineshortagesdefects.nl,http://www.medicineshortagesdefects.nl,Overheid,VWS,CBG,
meermetminderplastic.nl,http://www.meermetminderplastic.nl,Rijksoverheid,IenW,BSK,DGMI
meetingpointdji.nl,http://www.meetingpointdji.nl,Rijksoverheid,JenV,DJI,
meldennieuwezorgaanbieders.nl,http://www.meldennieuwezorgaanbieders.nl,Rijksoverheid,VWS,CIBG,
meldknop.nl,http://www.meldknop.nl,Rijksoverheid,EZK,,
meldloket.postedworkers.nl,http://meldloket.postedworkers.nl,Rijksoverheid,SZW,,DGW/AV
meldpuntbodemkwaliteit.nl,http://www.meldpuntbodemkwaliteit.nl,Rijksoverheid,IenW,RWS,WVL
meldpuntgeneesmiddelentekortendefecten.nl,http://www.meldpuntgeneesmiddelentekortendefecten.nl,Overheid,VWS,CBG,
meldpuntzorgwekkendgedrag.nl,http://www.meldpuntzorgwekkendgedrag.nl,Rijksoverheid,VWS,,Kerndepartement/DCO
mensenrechten.nl,http://mensenrechten.nl,Overheid,JenV,CRM,
menukaart.kansrijkestartnl.nl,http://menukaart.kansrijkestartnl.nl,Rijksoverheid,VWS,,Kerndepartement/Jeugd
metenvanduurzaamheid.nl,http://www.metenvanduurzaamheid.nl,Rijksoverheid,VWS,RIVM,
mh17magazine.nl/onderzoekmh17,http://www.mh17magazine.nl/onderzoekmh17,Overheid,JenV,OM,JIT
mh17magazine.nl,http://www.mh17magazine.nl,Overheid,JenV,OM,JIT
mi-cert.nl,http://mi-cert.nl,Rijksoverheid,EZK,AT,
microfoonbanden.nl,http://www.microfoonbanden.nl,Rijksoverheid,EZK,AT,
mijn.belastingdienst-cn.nl,http://mijn.belastingdienst-cn.nl,Rijksoverheid,FIN,Belastingdienst,CN
mijn.bigregister.nl,http://mijn.bigregister.nl,Rijksoverheid,VWS,CIBG,
mijn.donorregister.nl,http://mijn.donorregister.nl,Rijksoverheid,VWS,CIBG,
mijn.igj.nl,http://mijn.igj.nl,Rijksoverheid,VWS,IGJ,
mijn.kadaster.nl,http://mijn.kadaster.nl,Overheid,BZK,Kadaster,
mijn.overheid.nl,http://mijn.overheid.nl,Rijksoverheid,BZK,Logius,Portaaldiensten
mijn.rvo.nl,http://mijn.rvo.nl,Rijksoverheid,EZK,RVO,
mijnbouwvergunningen.nl,http://mijnbouwvergunningen.nl,Rijksoverheid,EZK,RVO,
mijncn.nl,http://www.mijncn.nl,Overheid,BZK,RCN,
mijncoronaprotocol.nl,http://www.mijncoronaprotocol.nl,Rijksoverheid,EZK,,STAF COM
mijneindexamen.nl,http://www.mijneindexamen.nl,Rijksoverheid,OCW,CVTE,
mijnkombijdepolitie.nl,http://www.mijnkombijdepolitie.nl,Overheid,JenV,Politie,
mijnoctrooi.rvo.nl,http://mijnoctrooi.rvo.nl,Rijksoverheid,EZK,RVO,Octrooicentrum
mijnontwikkelhuis.nl,http://www.mijnontwikkelhuis.nl,Rijksoverheid,JenV,DT&V,
mijnpgb.nl,http://www.mijnpgb.nl,Rijksoverheid,VWS,,Kerndepartement/PG
mijnslachtofferzaak.nl,http://www.mijnslachtofferzaak.nl,Rijksoverheid,JenV,Justid,
mijnverblijfsdocument.nl,http://www.mijnverblijfsdocument.nl,Rijksoverheid,JenV,IND,
mijnwlzaanvraag.ciz.nl,http://www.mijnwlzaanvraag.ciz.nl,Overheid,VWS,CIZ,
milieuzones.nl,http://www.milieuzones.nl,Rijksoverheid,EZK,RVO,
millingerwaard.staatsbosbeheer.nl,http://millingerwaard.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,
mindergrondrisico.nl,http://www.mindergrondrisico.nl,Rijksoverheid,IenW,RWS,WVL
mirt2010.mirtprojectenboek.nl,http://mirt2010.mirtprojectenboek.nl,Rijksoverheid,IenW,,
mirt2016.mirtoverzicht.nl,http://mirt2016.mirtoverzicht.nl,Rijksoverheid,IenW,BSK,DGMo
mirta15papendrechtgorinchem.nl,http://www.mirta15papendrechtgorinchem.nl,Rijksoverheid,IenW,BSK,DGMo
mirta20nieuwerkerkgouda.nl,http://www.mirta20nieuwerkerkgouda.nl,Rijksoverheid,IenW,RWS,
mirta2deilvught.nl,http://www.mirta2deilvught.nl,Rijksoverheid,IenW,RWS,
mirta67leenderheidezaarderheiken.nl,http://www.mirta67leenderheidezaarderheiken.nl,Rijksoverheid,IenW,RWS,
mirtnowa.nl,http://www.mirtnowa.nl,Rijksoverheid,IenW,RWS,
mirtoostkantamsterdam.nl,http://www.mirtoostkantamsterdam.nl,Rijksoverheid,IenW,BSK,DGMo
mirtoverzicht.nl,http://www.mirtoverzicht.nl,Rijksoverheid,IenW,BSK,DGMo
mirttrajecten.nl,http://www.mirttrajecten.nl,Rijksoverheid,IenW,,
mirtverkenninga1-a30.nl,http://www.mirtverkenninga1-a30.nl,Rijksoverheid,IenW,,
missionsustainable.nl,http://missionsustainable.nl,Rijksoverheid,BUZA,,
missionsustainable.nl,http://www.missionsustainable.nl,Rijksoverheid,BUZA,,
mjpo.nl,http://www.mjpo.nl,Rijksoverheid,IenW,RWS,
mkdoorn.nl,http://www.mkdoorn.nl,Rijksoverheid,BZK,RVB,
mlzopendata.cbs.nl,http://mlzopendata.cbs.nl,Rijksoverheid,VWS,,Kerndepartement/LZ
mmdc.nl,http://www.mmdc.nl,Overheid,OCW,KB,
mnd.overheid.nl,http://mnd.overheid.nl,Overheid,BZK,UBR,KOOP
mobiliteitsbank.nl,http://www.mobiliteitsbank.nl,Rijksoverheid,BZK,P-direkt,
mobiliteitsscan-info.nl,http://mobiliteitsscan-info.nl,Rijksoverheid,IenW,RWS,
mobilityhappiness.nl,http://www.mobilityhappiness.nl,Rijksoverheid,IenW,RWS,WNZ
mobilitylab.nl,http://mobilitylab.nl,Rijksoverheid,IenW,RWS,
models.pbl.nl,http://models.pbl.nl,Rijksoverheid,IenW,PBL,
mondriaanfonds.nl,http://www.mondriaanfonds.nl,Overheid,OCW,MF,
monitorgezondheid.nl,http://www.monitorgezondheid.nl,Rijksoverheid,VWS,RIVM,
monitorlangdurigezorg.nl,http://www.monitorlangdurigezorg.nl,Rijksoverheid,VWS,,Kerndepartement/LZ
monitor-nederlanddigitaal.nl,http://monitor-nederlanddigitaal.nl,Rijksoverheid,EZK,,DG B&I DE
monozakelijk.nl,http://www.monozakelijk.nl,Rijksoverheid,IenW,BSK,DGMo
monroe-toolkit.eu,http://www.monroe-toolkit.eu,Rijksoverheid,IenW,PBL,
monumenten.nl,http://www.monumenten.nl,Rijksoverheid,OCW,RCE,
move-rdh.nl,http://www.move-rdh.nl,Rijksoverheid,IenW,BSK,DGMO
mvicongres.nl,http://www.mvicongres.nl,Rijksoverheid,IenW,BSK,DGMI
mvicriteria.nl,http://www.mvicriteria.nl,Rijksoverheid,IenW,RWS,
mycoa.nl,http://www.mycoa.nl,Overheid,JenV,COA,
n35wijthmennijverdal.nl,http://www.n35wijthmennijverdal.nl,Rijksoverheid,IenW,RWS,
n3werkzaamheden.nl,http://www.n3werkzaamheden.nl,Rijksoverheid,IenW,RWS,
naarnederland.nl,http://www.naarnederland.nl,Rijksoverheid,SZW,,DGSZI/S&I
nak.nl,http://www.nak.nl,Overheid,LNV,NAK,
naktuinbouw.com,http://www.naktuinbouw.com,Overheid,LNV,NAK,
naktuinbouw.nl,http://www.naktuinbouw.nl,Overheid,LNV,NAK,
nas-adaptatietool.nl,http://nas-adaptatietool.nl,Rijksoverheid,IenW,BSK,DGWB
nationaalarchief.nl,http://www.nationaalarchief.nl,Overheid,OCW,NA,
nationaalcoordinatorgroningen.nl,http://www.nationaalcoordinatorgroningen.nl,Rijksoverheid,BZK,NCG,
nationaalgeoregister.nl,http://www.nationaalgeoregister.nl,Overheid,BZK,Kadaster,Materiebeleid (PDOK)
nationaalgroeifonds.nl,http://www.nationaalgroeifonds.nl,Rijksoverheid,EZK,,
nationaalovberaad.nl,http://www.nationaalovberaad.nl,Rijksoverheid,IenW,,
nationaalparkeerregister.nl,http://nationaalparkeerregister.nl,Overheid,IenW,RDW,
nationaalrapporteur.nl,http://www.nationaalrapporteur.nl,Rijksoverheid,JenV,Nationaal Rapporteur Mensenhandel,
nationaalwaterstofprogramma.nl,http://nationaalwaterstofprogramma.nl,Rijksoverheid,EZK,RVO,CSWW
nationalacademy.nl,http://www.nationalacademy.nl,Rijksoverheid,FIN,Rijksacademie,
nationaleenergieatlas.nl,http://www.nationaleenergieatlas.nl,Rijksoverheid,LNV,,
nationaleiconen.nl,http://www.nationaleiconen.nl,Rijksoverheid,EZK,,DG B&I TOP
nationaleombudsman.nl,http://www.nationaleombudsman.nl,Overheid,NO,,
nationaleparkenbureau.nl,http://www.nationaleparkenbureau.nl,Overheid,LNV,Staatsbosbeheer,
nationalicons.nl,http://www.nationalicons.nl,Rijksoverheid,EZK,,DG B&I TOP
natura2000.nl,http://www.natura2000.nl,Rijksoverheid,LNV,,DG NVLG N
natura2000waddengebied.nl,http://www.natura2000waddengebied.nl,Rijksoverheid,IenW,RWS,
natuurbrandrisico.nl,http://www.natuurbrandrisico.nl,Overheid,JenV,IFV,
natuurenrecreatieschapijsselmonde.nl,http://www.natuurenrecreatieschapijsselmonde.nl,Overheid,LNV,Staatsbosbeheer,
nba.nl,http://www.nba.nl,Overheid,FIN,NBA,
nbso-brazil.com.br,http://nbso-brazil.com.br,Rijksoverheid,BUZA,,
nbso-texas.com,http://www.nbso-texas.com,Rijksoverheid,BUZA,,
ncadierproevenbeleid.nl,http://www.ncadierproevenbeleid.nl,Rijksoverheid,LNV,NCAD ,
ncpeh.nl,http://www.ncpeh.nl,Rijksoverheid,VWS,CIBG,
ncsc.nl,http://www.ncsc.nl,Rijksoverheid,JenV,NCSC,
nctv.nl,http://www.nctv.nl,Rijksoverheid,JenV,NCTV,
ndw.nu,http://www.ndw.nu,Rijksoverheid,IenW,RWS,NDW
nederlanddigitaal.nl,http://www.nederlanddigitaal.nl,Overheid,EZK,ECP,
nederlandenu.nl,http://www.nederlandenu.nl,Rijksoverheid,BUZA,Postenweb,
nederlandse-sportraad.nl,http://www.nederlandse-sportraad.nl,Rijksoverheid,VWS,,Kerndepartement/NLSR
nederlandwereldwijd.nl,http://www.nederlandwereldwijd.nl,Rijksoverheid,BUZA,Postenweb,
nedmextrade.com,http://nedmextrade.com,Rijksoverheid,BUZA,,
neorah.nl,http://www.neorah.nl,Rijksoverheid,VWS,RIVM,
netherlandsandyou.nl,http://www.netherlandsandyou.nl,Rijksoverheid,BUZA,Postenweb,
netherlandsworldwide.nl,http://www.netherlandsworldwide.nl,Rijksoverheid,BUZA,Postenweb,
netwerk.publiektoezicht.nl,http://netwerk.publiektoezicht.nl,Rijksoverheid,IenW,ILT,
netwerkplatteland.nl,http://www.netwerkplatteland.nl,Rijksoverheid,LNV,,DG AGRO
nevenbetrekkingen.om.nl,http://nevenbetrekkingen.om.nl,Overheid,JenV,OM,
nevo-online.rivm.nl,http://nevo-online.rivm.nl,Rijksoverheid,VWS,RIVM,
newsroom.minienw.nl,http://newsroom.minienw.nl,Rijksoverheid,IenW,,
nh.douane.nl,http://nh.douane.nl,Rijksoverheid,FIN,,
nictiz.nl,http://www.nictiz.nl,Rijksoverheid,VWS,,Kerndepartement/DI/CIO
niderlandy-i-vy.nl,http://www.niderlandy-i-vy.nl,Rijksoverheid,BUZA,Postenweb,
nidos.nl,http://www.nidos.nl,Overheid,JenV,NIDOS,
niederlandeweltweit.nl,http://www.niederlandeweltweit.nl,Rijksoverheid,BUZA,Postenweb,
nieuwesluisterneuzen.eu,http://nieuwesluisterneuzen.eu,Overheid,IenW,RWS,VNSC
nieuwsbriefdor.nl,http://www.nieuwsbriefdor.nl,Rijksoverheid,IenW,DOR,
nieuwsbrieven.rijkswaterstaat.nl,http://nieuwsbrieven.rijkswaterstaat.nl,Rijksoverheid,IenW,RWS,
nieuwsbrievenminocw.nl,http://www.nieuwsbrievenminocw.nl,Rijksoverheid,OCW,,
nieuwsbzk.nl,http://www.nieuwsbzk.nl,Rijksoverheid,BZK,,
nieuwsienw.nl,http://www.nieuwsienw.nl,Rijksoverheid,IenW,BSK,DCO
nieuwsszw.nl,http://www.nieuwsszw.nl,Rijksoverheid,SZW,,SG/C
nifp.nl,http://www.nifp.nl,Rijksoverheid,JenV,DJI,NIFP
nimh-beeldbank.defensie.nl,http://nimh-beeldbank.defensie.nl,Rijksoverheid,DEF,NIMH,
niwo.nl,http://www.niwo.nl,Overheid,IenW,NIWO,
nix18.nl,http://www.nix18.nl,Rijksoverheid,VWS,,Kerndepartement/VGP
niyuhelan.nl,http://www.niyuhelan.nl,Rijksoverheid,BUZA,Postenweb,
nji.nl,http://www.nji.nl,Overheid,VWS,NJI,
nl.espacenet.com,http://nl.espacenet.com,Rijksoverheid,EZK,RVO,Octrooicentrum
nlarbeidsinspectie.nl,http://www.nlarbeidsinspectie.nl,Rijksoverheid,SZW,Inspectie SZW,
nldigitalgovernment.nl,http://www.nldigitalgovernment.nl,Rijksoverheid,BZK,,
nlexporteert.nl,http://www.nlexporteert.nl,Rijksoverheid,BUZA,,
nlflag.nl,http://nlflag.nl,Rijksoverheid,IenW,,
nlinfrankrijk.nl,http://www.nlinfrankrijk.nl,Rijksoverheid,BUZA,,
nlintheusa.com,http://www.nlintheusa.com,Rijksoverheid,BUZA,,
nllabourauthority.nl,http://www.nllabourauthority.nl,Rijksoverheid,SZW,Inspectie SZW,
nlmaps.nl,http://nlmaps.nl,Overheid,BZK,Kadaster,
nlog.nl,http://www.nlog.nl,Overheid,EZK,TNO,
nlontwikkelingssamenwerking.nl,http://www.nlontwikkelingssamenwerking.nl,Rijksoverheid,BUZA,,
nlplatform.com,http://www.nlplatform.com,Rijksoverheid,EZK,RVO,
nlvalidatie.nl,http://www.nlvalidatie.nl,Rijksoverheid,BZK,Logius,
nl-works.nl,http://nl-works.nl,Rijksoverheid,EZK,RVO,
nmbf.nl,http://www.nmbf.nl,Rijksoverheid,BZK,Logius,
nmdc.eu,http://www.nmdc.eu,Rijksoverheid,VWS,RIVM,
noordzeeloket.nl,http://www.noordzeeloket.nl,Rijksoverheid,IenW,RWS,
noracommunity.pleio.nl,http://noracommunity.pleio.nl,Overheid,ICTU,,
noraonline.nl,http://www.noraonline.nl,Overheid,ICTU,,
northseaportal.eu,http://northseaportal.eu,Rijksoverheid,IenW,RWS,
nost-france.org,http://nost-france.org,Rijksoverheid,BUZA,,
novistukken.nl,http://www.novistukken.nl,Rijksoverheid,BZK,,
nponderwijs.nl,http://www.nponderwijs.nl,Rijksoverheid,OCW,,
npostart.nl,http://www.npostart.nl,Overheid,OCW,NPO,
nrgd.nl,http://www.nrgd.nl,Overheid,JenV,NRGD,
nsgi.nl,http://www.nsgi.nl,Overheid,BZK,Kadaster,
nsl-monitoring.nl,http://www.nsl-monitoring.nl,Rijksoverheid,VWS,RIVM,
nunietzwanger.nl,http://www.nunietzwanger.nl,Rijksoverheid,VWS,,Kerndepartement/PG
nvao.net,http://www.nvao.net,Overheid,OCW,NVAO,
nvwa.nl,http://www.nvwa.nl,Rijksoverheid,LNV,NVWA,
nwo.nl,http://www.nwo.nl,Overheid,OCW,NWO,
nwo-i.nl,http://www.nwo-i.nl,Overheid,OCW,NWO,
nza.nl,http://www.nza.nl,Overheid,VWS,NZa,
ocwincijfers.nl,http://www.ocwincijfers.nl,Rijksoverheid,OCW,,
ocw-verhalen.nl,http://www.ocw-verhalen.nl,Rijksoverheid,OCW,,
odb.belastingdienst.nl,http://odb.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CAP
odc.functiegebouwrijksoverheid.nl,http://odc.functiegebouwrijksoverheid.nl,Rijksoverheid,BZK,P-direkt,
odc.mobiliteitsbank.nl,http://odc.mobiliteitsbank.nl,Rijksoverheid,BZK,P-direkt,
odc.werkenbijdeoverheid.nl,http://odc.werkenbijdeoverheid.nl,Rijksoverheid,BZK,P-direkt,
odc-noord.nl,http://www.odc-noord.nl,Rijksoverheid,OCW,DUO,
oecdguidelines.nl,http://www.oecdguidelines.nl,Rijksoverheid,BUZA,,
oesorichtlijnen.nl,http://www.oesorichtlijnen.nl,Rijksoverheid,BUZA,,
officielebekendmakingen.nl,http://www.officielebekendmakingen.nl,Rijksoverheid,BZK,UBR,KOOP
offshorewind.rvo.nl,http://offshorewind.rvo.nl,Rijksoverheid,EZK,RVO,
oicrf.org,http://www.oicrf.org,Overheid,BZK,Kadaster,
oidji.nl,http://www.oidji.nl,Rijksoverheid,JenV,DJI,Opleidingsinstituut DJI
om.nl,http://www.om.nl,Overheid,JenV,OM,
omgevingsloket.nl,http://www.omgevingsloket.nl,Rijksoverheid,BZK,,
omgevingsveiligheid.rivm.nl,http://omgevingsveiligheid.rivm.nl,Rijksoverheid,VWS,RIVM,
omgevingswet.overheid.nl,http://omgevingswet.overheid.nl,Overheid,BZK,,PDGOW
omgevingswijzer.org,http://www.omgevingswijzer.org,Rijksoverheid,IenW,RWS,WVL
on2013.nl,http://on2013.nl,Rijksoverheid,IenW,RWS,
onbedoeldzwanger.info,http://www.onbedoeldzwanger.info,Rijksoverheid,VWS,,Kerndepartement/PG
onboarding.belastingdienst.nl,http://onboarding.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,
ondernemersplein.kvk.nl,http://ondernemersplein.kvk.nl,Overheid,EZK,KvK,
onderwijs.eerstekamer.nl,http://onderwijs.eerstekamer.nl,Overheid,EK,,
onderwijsinderegioincijfers.nl,http://www.onderwijsinderegioincijfers.nl,Rijksoverheid,OCW,,
onderwijsinspectie.nl,http://www.onderwijsinspectie.nl,Rijksoverheid,OCW,OI,
onderwijsraad.nl,http://www.onderwijsraad.nl,Overheid,OCW,Onderwijsraad,
onderzoeksraad.nl,http://www.onderzoeksraad.nl,Overheid,JenV,ORV,
one-conference.nl,http://www.one-conference.nl,Rijksoverheid,JenV,NCSC,
onehealth.nl,http://www.onehealth.nl,Rijksoverheid,VWS,RIVM,
onlineform.culture.gov.nl,http://onlineform.culture.gov.nl,Rijksoverheid,BUZA,,
onstoezicht.igj.nl,http://onstoezicht.igj.nl,Rijksoverheid,VWS,IGJ,
onswater.nl,http://www.onswater.nl,Rijksoverheid,IenW,BSK,DCO
ontdek.zorgvannu.nl,http://ontdek.zorgvannu.nl,Rijksoverheid,VWS,,Kerndepartement/DCO
ontdekdezorg.nl,http://www.ontdekdezorg.nl,Rijksoverheid,VWS,,Kerndepartement/DCO
onzedelta.nl,http://www.onzedelta.nl,Rijksoverheid,IenW,RWS,ZD
opdrachtgeversforum.nl,http://www.opdrachtgeversforum.nl,Rijksoverheid,EZK,RVO,
openbare-inspectieresultaten.nvwa.nl,http://www.openbare-inspectieresultaten.nvwa.nl,Rijksoverheid,LNV,NVWA,
opendata.ndw.nu,http://opendata.ndw.nu,Rijksoverheid,IenW,RWS,NDW
opendata.stelselcatalogus.nl,http://opendata.stelselcatalogus.nl,Rijksoverheid,BZK,Logius,Stelselvoorzieningen
opendata.tweedekamer.nl,http://opendata.tweedekamer.nl,Overheid,TK,,
opendata-award.nl,http://www.opendata-award.nl,Rijksoverheid,BZK,,
opendata-ref.ndw.nu,http://opendata-ref.ndw.nu,Rijksoverheid,IenW,RWS,NDW
opendisdata.nl,http://www.opendisdata.nl,Overheid,VWS,NZa,
openkat.nl,http://www.openkat.nl,Rijksoverheid,VWS,,
open-overheid.nl,http://www.open-overheid.nl,Rijksoverheid,BZK,,
opensource.pleio.nl,http://opensource.pleio.nl,Overheid,ICTU,,
opnieuwthuis.nl,http://www.opnieuwthuis.nl,Rijksoverheid,JenV,,
oproepingen.overheid.nl,http://oproepingen.overheid.nl,Overheid,BZK,UBR,KOOP
optimaaldigitaal.gebruikercentraal.nl,http://optimaaldigitaal.gebruikercentraal.nl,Rijksoverheid,BZK,,
opwegmetwaterstof.nl,http://opwegmetwaterstof.nl,Rijksoverheid,IenW,RWS,
opwegnaarseb.nl,http://www.opwegnaarseb.nl,Rijksoverheid,IenW,BSK,DGMo
opwegnaarzes.nl,http://opwegnaarzes.nl,Rijksoverheid,IenW,,
orandatowatashi.nl,http://www.orandatowatashi.nl,Rijksoverheid,BUZA,Postenweb,
orangecorners.com,http://www.orangecorners.com,Overheid,EZK,RVO,
orange-directory.com.ua,http://orange-directory.com.ua,Rijksoverheid,BUZA,,
ordz.nl,http://www.ordz.nl,Rijksoverheid,VWS,,Kerndepartement/PG
orfeus-eu.org,http://www.orfeus-eu.org,Rijksoverheid,IenW,KNMI,
organisatierijksdienst.nl,http://www.organisatierijksdienst.nl,Rijksoverheid,BZK,,
osresultaten.nl,http://www.osresultaten.nl,Rijksoverheid,BUZA,,
oteam.nl,http://www.oteam.nl,Rijksoverheid,BZK,,
otl.rws.nl,http://otl.rws.nl,Rijksoverheid,IenW,RWS,
ouders-uit-elkaar.nl,http://www.ouders-uit-elkaar.nl,Overheid,JenV,RvR,
outilevaluationbiosecurite.nl,http://www.outilevaluationbiosecurite.nl,Rijksoverheid,VWS,RIVM,
overalsnelinternet.nl,http://www.overalsnelinternet.nl,Rijksoverheid,EZK,,DG B&I DE
overheid.nl,http://www.overheid.nl,Overheid,BZK,UBR,KOOP
overheidvannu.nl,http://www.overheidvannu.nl,Rijksoverheid,BZK,,
overlegorgaanfysiekeleefomgeving.nl,http://www.overlegorgaanfysiekeleefomgeving.nl,Rijksoverheid,IenW,BSK,DP
over-ons.belastingdienst.nl,http://over-ons.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,Directie Communicatie
overstroomik.nl,http://overstroomik.nl,Rijksoverheid,IenW,RWS,
overuwbuurt.overheid.nl,http://overuwbuurt.overheid.nl,Overheid,BZK,UBR,KOOP
overvaccineren.nl,http://overvaccineren.nl,Rijksoverheid,VWS,,Kerndepartement/PDC19
pagw.nl,http://www.pagw.nl,Rijksoverheid,EZK,RVO,
paisesbajosmundial.nl,http://www.paisesbajosmundial.nl,Rijksoverheid,BUZA,Postenweb,
paisesbajosytu.nl,http://www.paisesbajosytu.nl,Rijksoverheid,BUZA,Postenweb,
